dataset,method,method_label,raw_method,engine,configuration,alpha_mode,prescribed_alpha,harmonics,base_configuration,D0,alpha,noise,seed,pressure_prior,pressure_prior_label,pressure_source,n_spatial_problems,D0_hat,alpha_hat,D0_interval_low,D0_interval_high,alpha_interval_low,alpha_interval_high,median_relative_D0_error,median_alpha_absolute_error,median_velocity_relative_rmse,D0_coverage_rate,alpha_coverage_rate,boundary_hit_rate,median_D0_interval_width_decades,median_alpha_interval_width,dashboard
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22412897549141073,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22406863145456513,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.0,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.224128974669006,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.0,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22406863063276827,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.0,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.4487731612349526,0.1320754716981132,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.0,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.4469601705029158,0.1509433962264151,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.0,42,none,No pressure prior,,53,0.005011872336272725,2.0,0.005011872336272725,0.005011872336272725,2.0,2.0,0.49881276637272753,2.0,0.6897727210756658,0.03773584905660377,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.0,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.6136108784338762,0.03773584905660377,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.0,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.224128974669006,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.0,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22406863063276827,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22412897549141073,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22406863145456513,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.4487731608808077,0.1320754716981132,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.4469601701820246,0.1509433962264151,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.005011872336272725,2.0,0.005011872336272725,0.005011872336272725,2.0,2.0,0.49881276637272753,2.0,0.6897727210756229,0.03773584905660377,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.6136108784338475,0.03773584905660377,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22412897549141073,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.22406863145456513,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-02_a0_n00_s42/alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.1,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0020314536353588535,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0022053097785888908,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.1,42,none,No pressure prior,,1,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.5775140461547633,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,1,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.5720100008420756,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.1,42,none,No pressure prior,,1,0.004466835921509635,2.0,0.004466835921509635,0.004466835921509635,2.0,2.0,0.5533164078490366,2.0,0.7317024938251009,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,1,0.005011872336272725,2.0,0.005011872336272725,0.005011872336272725,2.0,2.0,0.49881276637272753,2.0,0.8500507121427998,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.1,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0020314536353588535,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,1,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0022053097785888908,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-02_a0_n10_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36068869465119946,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36007748847746945,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.7906405918677916,0.1509433962264151,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,0.7897032675291936,0.16981132075471697,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.9641722192129741,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.9868810902179623,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,-0.04999999999999993,0.050000000000000044,0.0,0.0,0.36068869465119946,1.0,0.9622641509433962,0.0,0.0,0.10000000000000009,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36007748847746945,1.0,1.0,0.0,0.0,0.050000000000000044,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.1,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36272025638204386,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36207999912940747,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.1,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.789910479642182,0.1509433962264151,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,0.7889748369504949,0.16981132075471697,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.1,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.9629129331820497,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.9865588514485222,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.01,0.0,0.1,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,-0.04999999999999993,0.050000000000000044,0.0,0.0,0.36272025638204386,1.0,0.9622641509433962,0.0,0.0,0.10000000000000009,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.01,0.0,0.1,42,none,No pressure prior,,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.36207999912940747,1.0,1.0,0.0,0.0,0.050000000000000044,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.01,0.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.3594309034668846,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.01,0.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.35884906954556106,1.0,1.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.01,0.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.00794328234724282,1.0,1.0,0.20567176527571795,1.0,0.7907084655991689,0.1509433962264151,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.01,0.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.00794328234724282,1.0,0.00794328234724282,0.008912509381337459,1.0,1.0,0.20567176527571795,1.0,0.7897709822739492,0.16981132075471697,0.0,0.0,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-02_a0_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.01,0.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.005623413251903491,2.0,0.005623413251903491,0.005623413251903491,2.0,2.0,0.4376586748096509,2.0,0.9643878344627774,0.03773584905660377,0.0,0.018867924528301886,0.0,0.0,../bayesian_tile_gpu/pl_d1e-02_a0_n10_s42/alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
